era,baseline_version,version,channel,total_files,root_files,jobSH_files,log_files,other_files,hist_dir
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm10Up,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm10Up/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm10Up,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm10Up/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm10Up,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm10Up/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v0BDT1tau2lV16,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau2lV16
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC1_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC1_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC1_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v0BDT1tau2lV16,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC1_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau2lV16
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v0BDT1tau2lV16,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau2lV16
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm11Up,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm11Up/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm11Up,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm11Up/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm11Up,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_TESdm11Up/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_SinglePionHCAL_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_SinglePionHCAL_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_SinglePionHCAL_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_SinglePionHCAL_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_SinglePionHCAL_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_SinglePionHCAL_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_EleScaleDown,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_EleScaleDown/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_EleScaleDown,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_EleScaleDown/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_EleScaleDown,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_EleScaleDown/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v0BDT1tau2lV16,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau2lV16
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_JERUp,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_JERUp/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_JERUp,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_JERUp/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_JERUp,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2_JERUp/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v5BDT1tau2l_tauFMorphFix,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v4BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,v3BDT1tau2lV18_fakeTauDataDriven,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatHF_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatHF_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatHF_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v0BDT1tau2lV16,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatHF_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau2lV16
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
2016preVFP,v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v0BDT1tau2lV16,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESup_PileUpPtEC2_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau2lV16
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_FlavorQCD_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_FlavorQCD_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_FlavorQCD_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v0BDT1tau2lV16,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_FlavorQCD_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau2lV16
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v0BDT1tau2lV16,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau2lV16
2016preVFP,v1baselineHadroBtagWeightAdded_JESDown_RelativePtBB_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22,v3BDT1tau2lV14,1tau2l,73,70,0,0,3,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_JESDown_RelativePtBB_AK4PFchs_v94LepPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau2lV14
