era,baseline_version,version,channel,total_files,root_files,jobSH_files,log_files,other_files,hist_dir
2017,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Down,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Down/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2017,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_JERUp,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_JERUp/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2017,v1baselineHadroBtagWeightAdded_JESDown_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_SinglePionECAL_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtEC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_RelativePtEC1_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_RelativeJEREC2_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_PileUpPtRef_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_AbsoluteMPFBias_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_PileUpPtBB_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_RelativeStatEC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2017,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_PileUpDataMC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_PileUpDataMC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESDown_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESDown_RelativeJERHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_FlavorPureGluon_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2017,v1baselineHadroBtagWeightAdded_JESup_PileUpDataMC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_PileUpDataMC_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_AbsoluteStat_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v3BDT1tau1lV18_fakeTauDataDriven,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau1lV17,1tau1l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v0BDT1tau0lV17,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v8BDT1tau0l_refactorAndBtagNameFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
2017,v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,v5BDT1tau0l_tauFMorphFix,1tau0l,225,56,56,112,1,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_JESup_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
