version,era,channel,baseline_version,num_sys_dirs,total_sys_files,total_sys_size_MB,consolidated,nominal_dir
v0BDT1tau1lV17,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
v0BDT1tau1lV15,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV15
v0BDT1tau0lV17,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
v0BDT1tau1lAddMCFakeTV3,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
v8BDT1tau0l_refactorAndBtagNameFix,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
v0BDT1tau0lV16,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
v5BDT1tau0l_tauFMorphFix,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_TimePtEta_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
v0BDT1tau2lV14,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v0BDT1tau2lV14
v0BDT1tau2lV17,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v0BDT1tau2lV17
v0BDT1tau2lV17_fakeTauDataDriven,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v0BDT1tau2lV17_fakeTauDataDriven
v0BDT1tau2l,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v0BDT1tau2l
v3BDT1tau2lV18_fakeTauDataDriven,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
v0_test,2018,unknown,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v0_test
v3BDT1tau2lV14,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v3BDT1tau2lV14
v0BDT1tau2lV16,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v0BDT1tau2lV16
v1dataMC_noHLTSF,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v1dataMC_noHLTSF
v0dataMC_jets6pt40,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0dataMC_jets6pt40
v3dataMC_HT600HLTSFBinE,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v3dataMC_HT600HLTSFBinE
v0_HLTSFMeasure_6thJet40HT550BinF,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT550BinF
v0_HLTSFMeasure_6thJet45_binningB,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet45_binningB
v0_HLTSFMeasure_6thJet40HT600BinE,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT600BinE
v0_test,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_test
v0_HLTSFMeasure_6thJet45b3,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet45b3
v0_HLTSFMeasure_6thJet40HT600BinB,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT600BinB
v0_HLTSFMeasure_6thJet40HT550,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT550
v0_HLTSFMeasure,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure
v0_HLTSFMeasure_6thJet45b1,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet45b1
v0_HLTSFMeasure_6thJet45b2,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet45b2
v0_HLTSFMeasure_6thJet45,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet45
v0_HLTSFMeasure_6thJet40Mu35,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40Mu35
v0_HLTSFMeasure_6thJet40HT600BinD,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT600BinD
v0_HLTSFMeasure_6thJet45_binningA,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet45_binningA
v0_HLTSFMeasure_6thJet40HT600BinC,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT600BinC
v0_HLTSFMeasure_6thJet40HT550BinE,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT550BinE
v0_HLTSFMeasure_6thJet40HT600,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT600
v0dataMC_jets6pt45,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0dataMC_jets6pt45
v0_HLTSFMeasure_6thJet40HT600BinA,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0_HLTSFMeasure_6thJet40HT600BinA
v0dataMC_jets6pt42,2018,unknown,v1fixedTauProng_v64noHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1fixedTauProng_v64noHLTSel/mc/variableHists_v0dataMC_jets6pt42
v2dataMC_allbutHLTAddTestReg,2018,unknown,v1baseline1tau2l_noLepCut_v83for1tau2lEleEtaCut,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baseline1tau2l_noLepCut_v83for1tau2lEleEtaCut/mc/variableHists_v2dataMC_allbutHLTAddTestReg
v2dataMC_allbutHLT,2018,unknown,v1baseline1tau2l_noLepCut_v83for1tau2lEleEtaCut,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baseline1tau2l_noLepCut_v83for1tau2lEleEtaCut/mc/variableHists_v2dataMC_allbutHLT
v0BDT1tau0l,2018,1tau0l,v0baselineHardro_v88PSWeightFixedHadroPre,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v88PSWeightFixedHadroPre/mc/variableHists_v0BDT1tau0l
v1dataMC_allCorrectionNotFakeTau,2018,unknown,v0baselineHardro_v88PSWeightFixedHadroPre,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v88PSWeightFixedHadroPre/mc/variableHists_v1dataMC_allCorrectionNotFakeTau
v0FRMeasure,2018,unknown,v0baselineHardro_v88PSWeightFixedHadroPre,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v88PSWeightFixedHadroPre/mc/variableHists_v0FRMeasure
v0dataMC_allCorrection,2018,unknown,v0baselineHardro_v88PSWeightFixedHadroPre,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v88PSWeightFixedHadroPre/mc/variableHists_v0dataMC_allCorrection
v0dataMC_allCorrectionFakeTau,2018,unknown,v0baselineHardro_v88PSWeightFixedHadroPre,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v88PSWeightFixedHadroPre/mc/variableHists_v0dataMC_allCorrectionFakeTau
v0BDT1tau1l,2018,1tau1l,v0baselineHardro_v88PSWeightFixedHadroPre,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v88PSWeightFixedHadroPre/mc/variableHists_v0BDT1tau1l
v1dataMC_allbutHLT,2018,unknown,v0baselineHardro_v88PSWeightFixedHadroPre,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v88PSWeightFixedHadroPre/mc/variableHists_v1dataMC_allbutHLT
v0FR_measure1prongNew,2018,unknown,v0baselineHardro_v85HadroPreselTauOverlap0.5,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v85HadroPreselTauOverlap0.5/mc/variableHists_v0FR_measure1prongNew
v0FR_measure1prong,2018,unknown,v0baselineHardro_v85HadroPreselTauOverlap0.5,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v85HadroPreselTauOverlap0.5/mc/variableHists_v0FR_measure1prong
v0_test,2018,unknown,v0baselineHardro_v85HadroPreselTauOverlap0.5,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v85HadroPreselTauOverlap0.5/mc/variableHists_v0_test
v0FRMeasure,2018,unknown,v0baselineHardro_v85HadroPreselTauOverlap0.5,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v85HadroPreselTauOverlap0.5/mc/variableHists_v0FRMeasure
v0BDT1tau1l,2018,1tau1l,v0baselineHardro_v85HadroPreselTauOverlap0.5,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v85HadroPreselTauOverlap0.5/mc/variableHists_v0BDT1tau1l
v0FR_measure3prongNew,2018,unknown,v0baselineHardro_v85HadroPreselTauOverlap0.5,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v85HadroPreselTauOverlap0.5/mc/variableHists_v0FR_measure3prongNew
v0dataMC_pileupSF_jet7,2018,unknown,v0baseline_v74AddMETPhi,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baseline_v74AddMETPhi/mc/variableHists_v0dataMC_pileupSF_jet7
v0dataMC_pileupSF_jet9bjet3,2018,unknown,v0baseline_v74AddMETPhi,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baseline_v74AddMETPhi/mc/variableHists_v0dataMC_pileupSF_jet9bjet3
v0dataMC1tau2l_pileupSF,2018,1tau2l,v0baseline_v74AddMETPhi,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baseline_v74AddMETPhi/mc/variableHists_v0dataMC1tau2l_pileupSF
v0dataMC_pileupSF,2018,unknown,v0baseline_v74AddMETPhi,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baseline_v74AddMETPhi/mc/variableHists_v0dataMC_pileupSF
v0dataMC_pileupSF_jet8bjet3,2018,unknown,v0baseline_v74AddMETPhi,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baseline_v74AddMETPhi/mc/variableHists_v0dataMC_pileupSF_jet8bjet3
v0dataMC_pileupSF_jet7bjet3,2018,unknown,v0baseline_v74AddMETPhi,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baseline_v74AddMETPhi/mc/variableHists_v0dataMC_pileupSF_jet7bjet3
v0dataMC_pileupSF_jet8bjet3TauTT,2018,unknown,v0baseline_v74AddMETPhi,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baseline_v74AddMETPhi/mc/variableHists_v0dataMC_pileupSF_jet8bjet3TauTT
v3dataMC_HT600HLTSFBinA,2018,unknown,v0NewHLTSFBinA_v64PreAndHLTSel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0NewHLTSFBinA_v64PreAndHLTSel/mc/variableHists_v3dataMC_HT600HLTSFBinA
v0BDT1tau1l,2018,1tau1l,v0baselineHardro_v86HadroPreSelWithGammaRemoval,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v86HadroPreSelWithGammaRemoval/mc/variableHists_v0BDT1tau1l
v5BDT1tau2l_tauFMorphFix,2018,1tau2l,v1baselineHadroBtagWeightAdded_JESup_RelativePtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESup_RelativePtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
v4BDT1tau2lV18_fakeTauDataDriven,2018,1tau2l,v1baselineHadroBtagWeightAdded_JESup_RelativePtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESup_RelativePtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
v3BDT1tau2lV18_fakeTauDataDriven,2018,1tau2l,v1baselineHadroBtagWeightAdded_JESup_RelativePtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESup_RelativePtBB_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
v5BDT1tau2l_tauFMorphFix,2018,1tau2l,v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v5BDT1tau2l_tauFMorphFix
v4BDT1tau2lV18_fakeTauDataDriven,2018,1tau2l,v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
v3BDT1tau2lV18_fakeTauDataDriven,2018,1tau2l,v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESup_FlavorPureQuark_AK4PFchs_v94LepPreJetVetoHemOnlyV2_JESPt22/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
v0BDT1tau0l,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
v8BDT1tau1lV_refactorAndBtagNameFix,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau1lV_refactorAndBtagNameFix
v3BDT1tau1lV18_fakeTauDataDriven,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
v0BDT1tau1lV16,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
v0BDT1tau1lV17,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
v0BDT1tau1lV15,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV15
v0BDT1tau0lV17,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
v0BDT1tau1lAddMCFakeTV3,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
v8BDT1tau0l_refactorAndBtagNameFix,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
v0BDT1tau0lV16,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV16
v5BDT1tau0l_tauFMorphFix,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativePtHF_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v5BDT1tau0l_tauFMorphFix
v0BDT1tau1lBinFv2,2018,1tau1l,v0baselineHardro_v84HadroPresel,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v0baselineHardro_v84HadroPresel/mc/variableHists_v0BDT1tau1lBinFv2
