version,era,channel,baseline_version,num_sys_dirs,total_sys_files,total_sys_size_MB,consolidated,nominal_dir
v8BDT1tau0l_refactorAndBtagNameFix,2016postVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,3150,9.56106948852539,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
v8BDT1tau0l_refactorAndBtagNameFix,2017,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,3149,9.503754615783691,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
v8BDT1tau0l_refactorAndBtagNameFix,2016preVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,3149,9.537266731262207,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
v5BDT1tau2l_tauFMorphFix,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.44294548034668,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v5BDT1tau2l_tauFMorphFix
v4BDT1tau2lV18_fakeTauDataDriven,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.502474784851074,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
v3BDT1tau2lV18_fakeTauDataDriven,2018,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.502528190612793,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
v5BDT1tau2l_tauFMorphFix,2016postVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.44283676147461,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v5BDT1tau2l_tauFMorphFix
v4BDT1tau2lV18_fakeTauDataDriven,2016postVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.502758979797363,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
v3BDT1tau2lV18_fakeTauDataDriven,2016postVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.493924140930176,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
v5BDT1tau2l_tauFMorphFix,2017,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.432550430297852,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v5BDT1tau2l_tauFMorphFix
v4BDT1tau2lV18_fakeTauDataDriven,2017,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.492132186889648,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
v3BDT1tau2lV18_fakeTauDataDriven,2017,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.492074012756348,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
v5BDT1tau2l_tauFMorphFix,2016preVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.45643424987793,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v5BDT1tau2l_tauFMorphFix
v4BDT1tau2lV18_fakeTauDataDriven,2016preVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.516203880310059,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v4BDT1tau2lV18_fakeTauDataDriven
v3BDT1tau2lV18_fakeTauDataDriven,2016preVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2,14,1022,9.51650619506836,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnlyV2/mc/variableHists_v3BDT1tau2lV18_fakeTauDataDriven
v8BDT1tau1lV_refactorAndBtagNameFix,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.769261360168457,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v8BDT1tau1lV_refactorAndBtagNameFix
v3BDT1tau1lV18_fakeTauDataDriven,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.7200164794921875,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
v0BDT1tau1lV16,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.827425956726074,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV16
v0BDT1tau1lV17,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.811872482299805,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV17
v0BDT1tau1lV15,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.827486991882324,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV15
v0BDT1tau0lV17,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.705527305603027,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0lV17
v0BDT1tau1lAddMCFakeTV3,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.881078720092773,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
v0BDT1tau0lV16,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.7183942794799805,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0lV16
v5BDT1tau0l_tauFMorphFix,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.771402359008789,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v5BDT1tau0l_tauFMorphFix
v3BDT1tau1lV18_fakeTauDataDriven,2016postVFP,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.753307342529297,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
v0BDT1tau1lV16,2016postVFP,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.736701965332031,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV16
v0BDT1tau1lV17,2016postVFP,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.824889183044434,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV17
v0BDT1tau0lV17,2016postVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.7361297607421875,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0lV17
v0BDT1tau0lV16,2016postVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.749957084655762,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0lV16
v5BDT1tau0l_tauFMorphFix,2016postVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.8035430908203125,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v5BDT1tau0l_tauFMorphFix
v3BDT1tau1lV18_fakeTauDataDriven,2017,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.710824012756348,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
v0BDT1tau1lV16,2017,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.712392807006836,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV16
v0BDT1tau1lV17,2017,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.7965087890625,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV17
v0BDT1tau1lV15,2017,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.812402725219727,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV15
v0BDT1tau0lV17,2017,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.700605392456055,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0lV17
v0BDT1tau0lV16,2017,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.714136123657227,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0lV16
v5BDT1tau0l_tauFMorphFix,2017,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.766750335693359,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v5BDT1tau0l_tauFMorphFix
v3BDT1tau1lV18_fakeTauDataDriven,2016preVFP,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.7426958084106445,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
v0BDT1tau1lV16,2016preVFP,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.722800254821777,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV16
v0BDT1tau1lV17,2016preVFP,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,7.8097381591796875,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lV17
v0BDT1tau0lV17,2016preVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.721782684326172,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0lV17
v0BDT1tau0lV16,2016preVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.7342729568481445,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0lV16
v5BDT1tau0l_tauFMorphFix,2016preVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,826,6.787893295288086,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v5BDT1tau0l_tauFMorphFix
v3BDT1tau2lV14,2016postVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,2,146,1.3706331253051758,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v3BDT1tau2lV14
v0BDT1tau2lV16,2016postVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,2,146,1.3657703399658203,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v0BDT1tau2lV16
v3BDT1tau2lV14,2016preVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,2,146,1.3729267120361328,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v3BDT1tau2lV14
v0BDT1tau2lV16,2016preVFP,1tau2l,v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly,2,146,1.368088722229004,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94LepPreJetVetoHemOnly/mc/variableHists_v0BDT1tau2lV16
v0BDT1tau0l,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,2,118,0.9546346664428711,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0l
v0BDT1tau0l,2016postVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,2,118,0.9588441848754883,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0l
v0BDT1tau1lAddMCFakeTV3,2016postVFP,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,2,118,1.1250686645507812,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016postVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
v0BDT1tau0l,2017,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,2,118,0.9548072814941406,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0l
v0BDT1tau1lAddMCFakeTV3,2017,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,2,118,40.56159782409668,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2017/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
v0BDT1tau0l,2016preVFP,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,2,118,0.9576616287231445,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau0l
v0BDT1tau1lAddMCFakeTV3,2016preVFP,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,2,118,40.886033058166504,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2016preVFP/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
v8BDT1tau0l_refactorAndBtagNameFix,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly,14,42,2.008302688598633,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
v8BDT1tau1lV_refactorAndBtagNameFix,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v8BDT1tau1lV_refactorAndBtagNameFix
v3BDT1tau1lV18_fakeTauDataDriven,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
v0BDT1tau1lV16,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v0BDT1tau1lV16
v0BDT1tau1lV17,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v0BDT1tau1lV17
v0BDT1tau1lV15,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v0BDT1tau1lV15
v0BDT1tau0lV17,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v0BDT1tau0lV17
v0BDT1tau1lAddMCFakeTV3,2018,1tau1l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v0BDT1tau1lAddMCFakeTV3
v8BDT1tau0l_refactorAndBtagNameFix,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v8BDT1tau0l_refactorAndBtagNameFix
v0BDT1tau0lV16,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v0BDT1tau0lV16
v5BDT1tau0l_tauFMorphFix,2018,1tau0l,v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_v94HadroPreJetVetoHemOnly_TESdm0Up/mc/variableHists_v5BDT1tau0l_tauFMorphFix
v0BDT1tau0l,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0l
v8BDT1tau1lV_refactorAndBtagNameFix,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v8BDT1tau1lV_refactorAndBtagNameFix
v3BDT1tau1lV18_fakeTauDataDriven,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v3BDT1tau1lV18_fakeTauDataDriven
v0BDT1tau1lV16,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV16
v0BDT1tau1lV17,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV17
v0BDT1tau1lV15,2018,1tau1l,v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau1lV15
v0BDT1tau0lV17,2018,1tau0l,v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22,0,0,0.0,unknown,/publicfs/cms/user/huahuil/tauOfTTTT_NanoAOD/forMVA/2018/v1baselineHadroBtagWeightAdded_JESDown_RelativeSample_AK4PFchs_v94HadroPreJetVetoHemOnly_JESPt22/mc/variableHists_v0BDT1tau0lV17
